rank,rank-no,player_id,core_shots,core_goals,core_saves,core_assists,core_shooting_percentage,boost_bpm,boost_count_stolen_big,movement_avg_speed_percentage,movement_percent_supersonic_speed,movement_percent_high_air,positioning_percent_most_back,positioning_percent_between_players,positioning_percent_most_forward,positioning_percent_closest_to_ball,positioning_percent_farthest_from_ball,positioning_percent_behind_ball,positioning_percent_infront_ball,positioning_percent_defensive_third,positioning_percent_offensive_third,demo_inflicted,playstyle
diamond-2,14,1037560800000900,0.43,38.333,0.267,33.333,50.5,306.8,0.592,60.421,10.546,3.051,32.296,31.138,36.566,37.629,32.031,69.674,30.325,49.15,24.661,0.201,
diamond-2,14,76561198384791695,0.367,32.407,0.401,5.555,32.0,331.4,0.526,63.995,12.356,2.594,41.02,29.92,29.06,30.76,40.09,78.664,21.335,59.579,13.204,0.136,
diamond-2,14,76561198093849199,0.371,38.888,0.232,31.481,26.666,317.9,0.443,61.226,9.788,2.931,34.055,31.805,34.14,36.078,32.368,75.426,24.573,56.806,16.621,0.237,
diamond-2,14,5ec28711ca68430180be3123edbccf86,0.383,35.416,0.165,6.25,16.166,275.0,0.544,58.913,7.065,1.948,31.564,33.436,35.0,32.215,32.69,71.717,28.282,52.78,18.923,0.217,
diamond-2,14,128f27caa8c44d5ba14ab0080e016fa3,0.423,40.0,0.212,38.333,33.999,323.7,0.41,65.517,10.997,5.193,35.308,28.931,35.761,33.161,36.664,73.836,26.163,50.936,18.485,0.07,
diamond-2,14,76561198991719576,0.384,42.592,0.204,18.518,35.0,329.8,0.628,60.547,7.23,3.529,28.783,36.341,34.876,40.4,27.088,76.132,23.867,46.334,22.261,0.024,
diamond-2,14,76561198211462040,0.332,7.407,0.373,24.074,6.666,202.7,0.336,57.395,3.87,2.403,40.5,31.918,27.582,26.432,39.303,76.619,23.38,52.21,16.462,0.032,
diamond-2,14,594446f6f3010900,0.412,39.166,0.167,27.083,32.0,272.7,0.506,61.591,7.76,3.202,28.876,35.808,35.316,38.204,27.276,70.952,29.047,44.572,25.372,0.119,
diamond-2,14,76561198012702499,0.451,30.833,0.329,24.166,28.333,330.4,0.666,61.317,6.166,2.148,38.403,31.121,30.476,28.044,38.299,71.071,28.928,47.984,20.438,0.225,
diamond-2,14,76561198128937288,0.54,39.166,0.28,3.333,40.666,388.5,0.939,65.773,10.54,3.758,31.866,31.713,36.421,35.731,32.3,69.291,30.708,48.689,19.571,0.04,
platinum-3,12,788a2e4a38a24be4955a3cca3aa08567,0.396,33.333,0.204,9.259,32.5,250.7,0.509,60.439,7.369,2.208,33.953,32.595,33.452,31.683,36.897,71.615,28.384,51.553,17.646,0.133,
platinum-3,12,7c96d3f78e034ea6b49cb0fa2d922f02,0.346,34.259,0.207,20.37,30.0,328.9,0.636,61.126,7.238,1.766,33.327,32.163,34.51,33.548,35.457,70.166,29.833,54.079,19.386,0.136,
platinum-3,12,76561197989914461,0.324,37.333,0.074,20.0,41.666,461.9,0.981,69.295,18.864,4.201,30.211,27.934,41.855,34.252,37.096,63.653,36.346,43.942,25.108,0.283,
platinum-3,12,3252981cb7ef4910b0932f2e589bebb9,0.291,11.481,0.093,5.555,13.333,304.9,0.439,62.395,7.302,3.248,40.399,27.196,32.405,30.84,40.997,72.94,27.059,55.156,16.476,0.208,
platinum-3,12,76561198328925152,0.379,32.592,0.159,10.37,36.5,329.3,0.439,60.26,8.518,4.528,40.708,28.098,31.194,29.97,40.223,73.699,26.3,55.499,15.349,0.099,
platinum-3,12,mortonp11,0.28,31.481,0.154,28.703,38.333,310.9,0.499,56.613,6.154,1.696,39.173,29.121,31.706,28.91,40.658,72.333,27.666,55.072,18.188,0.1,
platinum-3,12,76561198070292244,0.457,42.5,0.159,21.666,43.333,345.1,0.618,61.417,8.985,2.78,31.17,32.119,36.711,35.582,33.32,69.305,30.694,45.881,23.653,0.239,
platinum-3,12,03fa7baaf84e451d90b97ccd265fc661,0.345,17.0,0.153,17.0,24.166,293.4,0.36,59.013,6.544,3.232,35.385,34.689,29.926,36.187,28.76,75.21,24.789,49.817,17.507,0.171,
platinum-3,12,4f0a241cce1247088788c5cc73593050,0.329,25.925,0.213,20.37,44.999,311.9,0.472,59.752,6.383,3.108,40.352,29.646,30.002,29.585,40.344,75.155,24.844,55.618,17.773,0.057,
platinum-3,12,76561198162399848,0.347,37.037,0.155,40.74,40.0,343.0,0.845,62.795,12.086,1.526,31.776,31.613,36.611,31.487,37.673,71.924,28.075,46.632,24.273,0.137,
platinum-3,12,Masta8326,0.249,26.851,0.145,45.555,20.0,247.5,0.406,60.886,5.995,2.612,32.107,33.627,34.266,33.908,33.13,73.032,26.967,49.0,22.342,0.117,
platinum-3,12,76561197990991184,0.453,43.75,0.2,12.5,29.5,326.1,0.544,63.804,9.698,4.454,37.059,29.17,33.771,28.634,39.15,71.317,28.682,47.526,22.382,0.093,
platinum-3,12,9468636bf0010900,0.47,42.407,0.152,35.74,42.499,301.3,0.674,60.247,8.634,2.047,34.434,31.136,34.43,31.52,36.076,72.723,27.276,49.754,19.861,0.113,
platinum-3,12,738ec064fc010900,0.28,37.777,0.205,21.111,23.666,323.1,0.628,60.534,8.259,4.584,33.18,33.503,33.317,36.406,31.788,69.844,30.155,52.906,18.49,0.06,
platinum-3,12,4ff3a00eeaa00900,0.225,20.833,0.191,22.5,22.5,254.2,0.732,67.395,13.693,0.786,42.783,25.4,31.817,20.851,53.424,74.65,25.349,56.784,16.644,0.348,
platinum-3,12,b854e09c06364b308a6a960564e57282,0.347,22.5,0.157,25.0,41.666,318.8,0.332,63.078,9.722,2.445,38.146,31.703,30.151,29.609,39.19,77.168,22.831,44.501,20.602,0.097,
platinum-3,12,76561198128937288,0.54,39.166,0.28,3.333,40.666,388.5,0.939,65.773,10.54,3.758,31.866,31.713,36.421,35.731,32.3,69.291,30.708,48.689,19.571,0.04,
platinum-3,12,1037560800000900,0.43,38.333,0.267,33.333,50.5,306.8,0.592,60.421,10.546,3.051,32.296,31.138,36.566,37.629,32.031,69.674,30.325,49.15,24.661,0.201,
platinum-3,12,18db22c7ad04422780a3395207056d9c,0.557,40.0,0.165,18.333,38.333,375.3,0.938,66.217,13.763,0.74,29.733,32.395,37.872,33.844,32.678,71.71,28.289,46.631,26.788,0.186,
platinum-3,12,1f992ebec8f849a798ba806ffe697d0f,0.336,38.333,0.169,8.333,68.333,259.7,0.265,57.626,3.978,3.02,38.861,33.81,27.329,30.753,34.387,75.819,24.18,57.222,13.271,0.113,
platinum-3,12,76561197996921181,0.478,32.0,0.237,17.833,31.666,250.4,0.517,62.452,6.954,2.214,31.733,32.11,36.157,34.746,33.272,72.628,27.371,45.385,23.477,0.1,
platinum-3,12,831c24e7f2010900,0.34,42.142,0.14,5.714,24.166,209.4,0.219,55.408,4.498,2.624,34.747,29.537,35.716,35.947,36.829,71.198,28.801,48.19,22.905,0.02,
platinum-3,12,76561198816594023,0.442,24.166,0.174,25.833,21.249,393.6,0.682,64.091,11.022,2.824,29.473,31.831,38.696,38.196,29.108,69.511,30.488,47.637,21.737,0.154,
platinum-3,12,76561198401010214,0.113,12.5,0.412,19.791,10.0,196.8,0.052,52.63,3.249,1.297,55.262,22.83,21.908,28.176,44.197,82.027,17.972,73.255,8.626,0.0,
platinum-3,12,b230e30e00000900,0.493,45.0,0.282,21.666,39.166,230.9,0.482,59.46,5.584,3.075,33.118,32.797,34.085,33.678,35.393,70.603,29.396,52.909,21.952,0.038,
platinum-3,12,08f37126a4e448cb96f5e558c2869590,0.611,68.75,0.254,13.541,36.833,382.7,0.708,64.421,11.872,2.25,36.999,27.231,35.77,36.516,36.482,75.819,24.18,55.457,17.932,0.098,
platinum-3,12,3aa93dde0e174f48998e58934a9f5cd2,0.236,13.541,0.128,7.291,14.166,231.5,0.238,59.108,5.83,1.389,30.093,36.107,33.8,34.312,31.452,73.388,26.611,53.129,17.204,0.094,
platinum-3,12,4ed81ec9f1010900,0.178,17.708,0.09,18.75,20.0,213.3,0.151,58.926,5.416,1.357,39.518,29.727,30.755,29.41,37.509,75.46,24.539,59.225,14.699,0.052,
platinum-3,12,3f09749df9764e57a47634fac7ad7987,0.222,34.629,0.23,16.111,51.666,280.3,0.354,58.843,7.008,3.895,40.04,31.315,28.645,32.093,36.701,73.909,26.09,58.499,14.331,0.072,
platinum-3,12,76561197997429109,0.338,40.0,0.219,8.75,40.333,360.6,0.53,65.182,11.785,3.002,37.616,28.585,33.799,35.254,36.207,75.187,24.812,56.785,16.718,0.152,
diamond-1,13,01ffb94aa9b24385ac77245b7774b77d,0.336,18.5,0.169,30.5,35.357,358.5,0.496,65.104,9.906,2.886,42.008,27.767,30.225,25.083,44.414,74.544,25.455,54.224,18.388,0.22,
diamond-1,13,76561198839177058,0.478,28.333,0.224,48.333,23.333,346.3,0.457,63.021,7.885,2.191,30.7,33.762,35.538,36.294,30.468,70.427,29.572,47.539,23.745,0.078,
diamond-1,13,76561198013932308,0.423,22.083,0.115,28.541,16.666,235.8,0.43,55.695,4.681,1.459,36.447,31.829,31.724,31.288,34.54,74.349,25.65,50.473,18.556,0.077,
diamond-1,13,76561198346564960,0.821,69.444,0.313,16.851,42.547,388.2,0.586,64.152,11.126,4.108,30.679,31.805,37.516,37.611,31.856,72.114,27.885,48.349,20.328,0.095,
diamond-1,13,76561197993314654,0.214,21.111,0.154,8.888,40.0,392.2,0.494,66.173,11.012,3.732,35.437,34.25,30.313,29.672,37.886,73.867,26.132,51.827,16.204,0.255,
diamond-1,13,9ca96a8bde9c48a5a38377ad42f9d154,0.451,53.541,0.13,13.75,40.166,331.9,0.773,63.086,6.514,2.624,34.668,31.942,33.39,34.391,32.53,69.879,30.12,47.083,20.879,0.176,
diamond-1,13,fdcf350300000900,0.619,49.259,0.219,8.703,26.833,207.4,0.375,57.091,4.15,1.919,38.525,30.691,30.784,32.198,35.055,77.593,22.406,56.028,16.921,0.075,
diamond-1,13,2b8743d0f5010900,0.375,28.333,0.203,3.333,32.333,264.9,0.356,59.908,5.841,2.35,42.968,28.149,28.883,30.94,36.855,75.58,24.419,56.851,15.186,0.06,
diamond-1,13,76561198142523449,0.512,38.095,0.297,15.476,24.999,368.0,0.785,65.347,13.429,3.006,34.067,33.002,32.931,33.507,34.298,72.377,27.622,45.749,22.321,0.158,
diamond-1,13,c16fa50342554860ab988446b1c6dcc2,0.576,32.291,0.238,40.625,21.666,345.6,0.519,67.439,11.127,2.95,34.638,33.335,32.027,36.43,30.534,73.214,26.785,46.485,19.951,0.1,
diamond-1,13,76561198142094765,0.354,38.095,0.14,7.142,37.666,286.1,0.533,64.795,10.481,1.783,30.687,33.827,35.486,31.751,34.463,69.691,30.308,44.368,24.755,0.139,
diamond-1,13,76561199013365067,0.476,45.0,0.196,28.518,40.833,263.7,0.668,58.452,6.728,3.139,31.619,37.097,31.284,31.095,31.465,70.868,29.131,45.907,24.793,0.02,
diamond-1,13,76561198038271858,0.35,23.928,0.19,17.619,25.0,300.9,0.44,63.656,9.52,2.885,34.127,32.186,33.687,32.779,36.772,71.649,28.35,48.809,20.107,0.174,
diamond-1,13,76561197960546174,0.418,50.0,0.259,36.666,28.333,256.8,0.337,58.617,4.562,3.691,36.213,29.164,34.623,31.86,37.037,71.508,28.491,51.191,19.136,0.079,
diamond-1,13,76561198095991951,0.38,24.166,0.18,20.0,38.666,290.6,0.72,66.747,10.119,3.813,33.636,29.22,37.144,32.562,40.062,70.486,29.513,44.583,21.952,0.06,
diamond-1,13,KinnarBahu,0.62,45.625,0.28,33.75,35.416,414.5,0.74,66.53,12.766,4.684,30.213,29.292,40.495,36.776,33.23,66.204,33.795,45.78,25.006,0.26,
diamond-1,13,23393204762248839f6ba49d8c81faa4,0.32,22.619,0.2,42.142,28.333,348.4,0.66,62.36,8.463,1.893,31.805,32.643,35.552,32.398,36.159,66.807,33.192,47.678,22.279,0.26,
diamond-1,13,Tyhor_98,0.48,21.666,0.26,20.238,26.666,243.8,0.18,59.865,6.907,2.096,39.989,33.229,26.782,33.935,33.49,73.59,26.409,50.242,20.289,0.02,
diamond-1,13,b854e09c06364b308a6a960564e57282,0.347,22.5,0.157,25.0,41.666,318.8,0.332,63.078,9.722,2.445,38.146,31.703,30.151,29.609,39.19,77.168,22.831,44.501,20.602,0.097,
diamond-1,13,*******,0.28,14.166,0.12,21.666,16.0,294.0,0.4,61.039,9.137,2.338,34.413,30.83,34.757,31.76,35.771,70.92,29.079,53.571,16.42,0.1,
diamond-1,13,76561197965223122,0.4,22.916,0.18,37.5,31.666,313.0,0.76,59.83,7.328,2.449,29.806,33.964,36.23,37.08,29.052,69.338,30.661,48.742,21.042,0.26,
diamond-1,13,76561198049388605,0.386,18.518,0.368,24.074,13.333,371.9,0.581,62.582,8.649,3.352,36.315,29.583,34.102,34.606,34.623,72.361,27.638,53.928,19.418,0.157,
diamond-1,13,76561198123742823,0.525,50.0,0.197,0.0,35.833,160.4,0.35,58.365,4.046,0.859,39.014,30.48,30.506,26.471,42.055,74.127,25.872,56.315,15.326,0.097,
diamond-1,13,76561198048819766,0.243,11.111,0.215,33.333,10.0,250.5,0.638,55.856,5.299,1.484,34.504,30.2,35.296,33.952,37.01,72.204,27.795,49.156,20.367,0.191,
diamond-1,13,76561197990991184,0.453,43.75,0.2,12.5,29.5,326.1,0.544,63.804,9.698,4.454,37.059,29.17,33.771,28.634,39.15,71.317,28.682,47.526,22.382,0.093,
diamond-1,13,TonyTonto,0.484,31.083,0.156,16.583,55.0,454.4,0.796,70.534,16.601,3.503,33.488,32.205,34.307,37.546,32.589,73.201,26.798,49.112,22.309,0.159,
diamond-1,13,770f962bfd010900,0.262,6.25,0.236,37.5,10.0,244.4,0.254,57.856,6.082,2.759,40.675,28.582,30.743,27.225,43.053,71.435,28.564,58.489,16.16,0.12,
diamond-1,13,7a418814f9010900,0.311,19.047,0.096,33.333,20.0,312.0,0.503,57.365,5.433,2.925,35.167,30.923,33.91,33.133,34.678,70.264,29.735,51.611,21.162,0.08,
diamond-1,13,19974848f3010900,0.36,18.518,0.14,20.185,29.999,308.1,0.34,62.852,7.138,4.146,41.949,29.588,28.463,31.6,38.073,77.251,22.748,53.995,16.468,0.1,
diamond-1,13,76561198090505417,0.674,79.166,0.236,6.666,57.083,327.5,0.695,63.673,11.485,3.961,31.954,30.154,37.892,39.828,32.434,71.18,28.819,47.892,23.067,0.42,
platinum-2,11,8e3e8deb25344a6f864b95db825db92f,0.274,20.833,0.232,19.791,20.0,291.2,0.433,63.152,10.234,3.998,36.151,31.991,31.858,32.37,36.233,74.121,25.878,50.338,19.379,0.12,
platinum-2,11,DonDieselShifty,0.337,15.0,0.125,12.5,13.333,276.6,0.746,62.434,8.026,2.479,38.651,29.31,32.039,32.358,37.931,70.967,29.032,52.259,19.807,0.194,
platinum-2,11,aa4db3e2ec60fb51,0.335,22.38,0.157,11.666,26.666,363.0,0.649,62.513,12.212,1.976,33.367,29.886,36.747,34.665,36.142,68.741,31.258,48.525,22.684,0.159,
platinum-2,11,c1d4b294df3f4083b02611c3e46146ce,0.512,42.5,0.209,30.0,64.0,304.9,0.695,60.786,9.032,3.061,36.845,28.889,34.266,36.839,33.257,73.847,26.152,53.937,19.03,0.169,
platinum-2,11,Naamtaar,0.217,35.833,0.193,17.5,39.999,251.5,0.412,59.543,4.807,3.483,36.559,30.432,33.009,30.437,37.995,71.019,28.98,51.797,19.638,0.115,
platinum-2,11,Deja_fan,0.399,15.833,0.12,7.5,30.0,369.4,0.92,60.352,8.561,2.059,28.285,33.388,38.327,33.589,33.321,64.859,35.14,45.643,24.477,0.26,
platinum-2,11,76561197990982722,0.414,20.666,0.393,15.833,20.666,243.0,0.422,59.621,6.103,2.717,40.798,29.136,30.066,31.123,37.84,75.683,24.316,55.872,15.631,0.047,
platinum-2,11,76561198094178457,0.422,41.666,0.168,30.333,26.666,302.1,0.653,61.469,6.868,2.866,32.527,31.756,35.717,30.376,36.677,72.273,27.726,44.039,24.688,0.117,
platinum-2,11,57e4bc0dde3048a8956b56767eab9a21,0.488,38.214,0.095,13.69,32.499,301.1,0.521,60.591,7.195,1.266,27.062,31.46,41.478,35.72,31.137,67.437,32.562,42.552,26.369,0.118,
platinum-2,11,*************,0.569,31.785,0.12,32.857,24.952,236.6,0.497,56.778,5.883,2.111,34.517,32.951,32.532,35.667,30.163,72.391,27.608,47.347,23.187,0.1,
platinum-2,11,***************,0.253,13.333,0.054,17.777,14.999,275.1,0.289,59.465,6.495,3.298,36.089,32.609,31.302,30.689,35.825,72.965,27.034,55.914,15.458,0.08,
platinum-2,11,79323b0800000900,0.317,21.0,0.1,27.5,29.999,148.6,0.228,56.595,3.329,1.971,28.563,33.376,38.061,32.247,33.287,67.633,32.366,46.217,23.616,0.04,
platinum-2,11,novahkiin26,0.282,27.083,0.238,26.041,33.333,333.4,0.479,59.634,6.065,2.055,31.757,33.328,34.915,37.132,29.091,73.911,26.088,50.681,20.49,0.02,
platinum-2,11,a8af419cfd1c43a5ad4123e2ab0740bf,0.426,43.333,0.281,15.833,35.333,199.0,0.423,61.013,6.656,1.422,35.952,30.384,33.664,32.435,35.375,75.752,24.247,51.799,18.181,0.1,
platinum-2,11,0f0a1768fe010900,0.47,48.333,0.06,10.833,68.333,372.6,0.526,64.991,10.814,3.567,32.43,33.262,34.308,35.033,33.398,71.227,28.772,47.553,21.765,0.04,
platinum-2,11,31566c9732d64e818b91a2e86a2ca171,0.492,41.666,0.198,11.666,34.5,402.7,0.977,61.873,10.536,1.132,37.753,28.18,34.067,32.01,39.116,73.049,26.95,52.436,19.764,0.237,
platinum-2,11,f831530000000900,0.409,38.333,0.137,21.666,25.0,314.5,0.546,61.991,8.0,3.673,30.69,34.888,34.422,38.004,28.053,71.04,28.959,50.135,21.93,0.197,
platinum-2,11,b942d10200000900,0.331,20.0,0.177,6.666,19.999,236.0,0.331,59.417,5.607,1.473,32.754,36.55,30.696,29.39,33.696,70.281,29.718,50.194,20.034,0.098,
platinum-2,11,a2833c8aad0446b595735b40e1cd0b53,0.355,19.166,0.19,20.0,23.333,342.4,0.555,61.134,7.062,1.814,43.007,28.945,28.048,28.158,40.814,78.717,21.282,54.329,14.707,0.06,
platinum-2,11,76561198879607221,0.291,30.0,0.16,9.166,34.999,273.6,0.629,61.652,8.428,2.071,31.398,31.193,37.409,32.065,36.44,67.274,32.725,46.389,22.839,0.146,
platinum-2,11,9e7b91a4b438434e84750c3e6a0e33c7,0.57,52.083,0.19,25.0,59.0,400.0,0.676,64.304,9.572,3.193,28.165,33.597,38.238,32.153,37.543,66.025,33.974,45.749,24.348,0.197,
platinum-2,11,AMZ_Seba_Sebo07,0.25,24.166,0.197,7.5,30.0,347.3,0.415,62.439,9.231,2.492,39.906,29.585,30.509,28.979,37.982,72.107,27.892,51.214,19.631,0.02,
platinum-2,11,f9df37f4e69147ff982f95d78fa0023c,0.545,45.925,0.108,16.481,34.142,301.4,0.593,63.313,6.113,2.827,26.656,36.381,36.963,31.7,35.577,70.397,29.602,45.393,23.227,0.124,
platinum-2,11,3d38245751f045659703a4417ebacdf6,0.33,30.0,0.13,15.0,26.666,344.0,0.606,63.43,10.665,1.367,32.048,32.822,35.13,31.624,35.285,69.17,30.829,49.673,22.066,0.471,
platinum-2,11,e09f790100000900,0.536,17.5,0.161,37.5,9.555,264.5,0.27,60.86,7.219,1.441,34.685,30.133,35.182,28.893,39.797,70.317,29.682,50.419,21.379,0.02,
platinum-2,11,51e00497f2010900,0.36,26.666,0.18,41.666,29.999,269.7,0.56,59.726,8.265,1.961,32.108,32.769,35.123,35.144,32.652,70.804,29.195,47.723,21.872,0.12,
platinum-2,11,HMK-1-,0.324,40.0,0.158,31.666,47.5,286.6,0.368,61.526,9.252,1.807,33.678,30.883,35.439,34.24,32.156,71.895,28.104,51.026,21.016,0.117,
platinum-2,11,406e7baec40f41209aea32fbb58ad81d,0.857,88.333,0.262,1.666,43.666,298.4,0.519,61.478,6.516,3.801,29.176,32.215,38.609,43.136,29.616,77.132,22.867,50.382,18.037,0.16,
platinum-2,11,e37170e9f9010900,0.104,10.0,0.197,19.166,10.0,196.1,0.27,48.56,2.721,1.232,42.977,27.192,29.831,26.509,44.66,74.604,25.395,58.007,14.074,0.035,
platinum-2,11,Geekella3,0.054,1.666,0.0,18.333,10.0,237.8,0.187,54.913,3.942,0.774,32.602,34.982,32.416,31.212,30.373,72.223,27.776,56.246,15.565,0.09,
platinum-1,10,f1f864f11b634d82a3c88049c0152b18,0.4,35.185,0.148,17.777,37.499,361.9,0.437,61.052,9.481,2.795,31.874,32.531,35.595,34.613,33.108,68.042,31.957,52.398,18.137,0.173,
platinum-1,10,5f5c8e88b8fc4e33aa68c458443ce094,0.752,42.5,0.252,37.5,34.833,410.6,0.704,63.947,13.047,4.502,31.539,34.583,33.878,42.553,23.693,75.33,24.669,49.865,20.864,0.09,
platinum-1,10,1379b86bd5a84b89aa6858e8928042b0,0.423,36.0,0.189,15.0,25.833,295.6,0.594,63.099,10.027,1.822,31.962,33.317,34.721,32.984,31.476,68.89,31.109,49.211,23.125,0.479,
platinum-1,10,e9e149dd0c9448b18c85de127ebe86c1,0.507,40.666,0.206,47.333,25.833,318.4,0.628,64.939,9.726,3.754,37.058,31.644,31.298,36.526,33.023,74.977,25.022,51.23,21.948,0.247,
platinum-1,10,76561199086958027,0.304,23.333,0.122,5.333,22.5,259.6,0.465,59.308,7.361,2.465,32.722,33.102,34.176,30.663,36.925,71.01,28.989,48.104,22.473,0.161,
platinum-1,10,76561198034823538,0.294,12.333,0.055,11.166,26.666,238.9,0.354,58.3,4.477,1.604,39.04,30.25,30.71,27.411,40.422,72.646,27.353,52.084,22.379,0.179,
platinum-1,10,76561198064088424,0.236,40.476,0.06,16.666,41.666,204.6,0.296,59.417,4.919,4.4,36.833,29.254,33.913,32.13,38.692,70.855,29.144,48.491,20.746,0.096,
platinum-1,10,6beb1aadd1da0900,0.344,25.37,0.118,27.222,38.333,224.5,0.187,58.478,5.655,1.383,35.809,33.432,30.759,31.462,34.383,74.431,25.568,54.165,16.518,0.131,
platinum-1,10,65ee7107ff7b4777b57ccdb01808ab4b,0.492,59.047,0.152,8.928,65.619,337.4,0.636,62.808,8.108,2.406,36.34,31.793,31.867,39.202,29.516,75.816,24.183,48.337,22.0,0.152,
platinum-1,10,76561198038143857,0.399,22.222,0.279,33.333,16.666,382.4,0.599,61.443,9.846,1.437,36.872,30.123,33.005,31.482,37.47,75.711,24.288,60.289,15.497,0.099,
platinum-1,10,76561198103806646,0.298,50.0,0.159,25.0,23.333,350.2,0.478,59.886,7.962,1.707,22.738,41.573,35.689,40.952,18.755,73.328,26.671,50.881,20.179,0.159,
platinum-1,10,8f6405fd66db4825b57e7c313302b722,0.179,27.777,0.02,11.111,10.0,184.4,0.279,55.039,5.2,1.123,41.311,28.129,30.56,26.679,44.892,74.985,25.014,63.553,13.559,0.04,
platinum-1,10,43854d4a2a35453ab1cb20dc71e114a4,0.28,43.75,0.323,10.416,37.5,227.7,0.323,54.256,3.512,1.759,34.145,32.693,33.162,35.609,30.616,70.652,29.347,50.17,22.544,0.169,
platinum-1,10,8f9ab529f5010900,0.617,41.851,0.111,17.037,32.38,334.8,0.876,65.73,12.423,3.383,35.786,27.037,37.177,29.091,44.767,67.426,32.573,46.945,23.896,0.078,
platinum-1,10,76561199063273437,0.51,37.291,0.04,19.791,28.666,321.0,0.512,64.373,8.969,3.3,35.697,31.736,32.567,31.88,36.581,73.448,26.551,46.124,21.279,0.257,
platinum-1,10,639dfa30f73f4ffd802504f271eb31d4,0.416,35.185,0.14,22.222,33.333,261.6,0.477,56.586,6.922,2.318,34.221,30.607,35.172,35.757,34.656,72.633,27.366,54.55,20.523,0.1,
platinum-1,10,TonyMontanaDL,0.197,13.888,0.04,8.333,20.0,229.7,0.216,62.282,8.157,0.956,26.847,35.496,37.657,37.063,28.898,70.159,29.84,50.681,18.487,0.076,
platinum-1,10,f01bdb64f0010900,0.52,27.142,0.216,28.333,22.142,261.2,0.776,59.682,7.787,2.528,37.824,29.336,32.84,28.223,40.352,70.212,29.787,49.649,21.503,0.569,
platinum-1,10,9fde564e0529484ea075505905b1cf89,0.553,35.925,0.26,39.629,39.999,366.0,0.633,61.291,8.829,2.85,30.744,31.459,37.797,39.101,32.033,68.444,31.555,47.987,23.232,0.12,
platinum-1,10,76561197970693062,0.237,26.851,0.157,13.888,49.166,284.1,0.64,57.643,9.88,0.821,43.176,23.586,33.238,25.096,49.068,71.741,28.258,53.203,23.01,0.502,
platinum-1,10,c1d724c130d64daa86311e6debef33e3,0.12,15.833,0.08,21.5,15.0,198.2,0.227,56.847,4.688,1.705,32.23,39.18,28.59,27.636,32.636,69.666,30.333,51.88,17.269,0.073,
platinum-1,10,aa9a804052b348968b8dee0e952b8fcd,0.615,59.333,0.141,15.333,44.833,371.5,0.956,62.552,10.449,5.567,27.704,29.418,42.878,50.537,22.465,67.815,32.184,49.737,22.907,0.113,
platinum-1,10,hovergrave412,0.227,24.833,0.04,12.5,41.666,306.0,0.452,58.108,8.118,1.746,44.002,27.382,28.616,22.63,47.565,71.408,28.591,58.918,17.146,0.215,
platinum-1,10,3d38245751f045659703a4417ebacdf6,0.33,30.0,0.13,15.0,26.666,344.0,0.606,63.43,10.665,1.367,32.048,32.822,35.13,31.624,35.285,69.17,30.829,49.673,22.066,0.471,
platinum-1,10,76561198005578241,0.44,28.125,0.16,15.625,23.333,269.6,0.56,58.608,7.158,1.323,37.712,27.58,34.708,34.815,38.344,74.35,25.649,52.28,19.002,0.1,
platinum-1,10,ab0cddb9998c4b579b2c91d0510cbfb9,0.504,47.333,0.146,6.0,41.666,223.1,0.375,55.73,3.6,1.569,35.84,31.08,33.08,29.42,38.815,74.989,25.01,49.013,18.763,0.077,
platinum-1,10,b5f6e41e56744f31bf00de345acc655b,0.24,27.777,0.046,11.111,43.333,167.0,0.26,53.082,2.704,0.966,41.619,28.816,29.565,28.679,40.466,74.167,25.832,51.621,17.343,0.268,
platinum-1,10,31566c9732d64e818b91a2e86a2ca171,0.492,41.666,0.198,11.666,34.5,402.7,0.977,61.873,10.536,1.132,37.753,28.18,34.067,32.01,39.116,73.049,26.95,52.436,19.764,0.237,
platinum-1,10,0cde2c3ef6010900,0.154,15.0,0.192,10.833,20.0,219.5,0.411,56.108,5.929,1.302,34.563,31.564,33.873,31.491,38.787,72.724,27.275,53.632,18.189,0.06,
platinum-1,10,b95b2ea6fec2479d803dbafeb22da0dd,0.321,45.0,0.344,20.833,39.5,272.5,0.494,57.556,6.41,1.054,30.726,37.06,32.214,34.299,29.676,77.042,22.957,52.683,17.285,0.136,
gold-3,9,b5f6e41e56744f31bf00de345acc655b,0.24,27.777,0.046,11.111,43.333,167.0,0.26,53.082,2.704,0.966,41.619,28.816,29.565,28.679,40.466,74.167,25.832,51.621,17.343,0.268,
gold-3,9,76561198034823538,0.294,12.333,0.055,11.166,26.666,238.9,0.354,58.3,4.477,1.604,39.04,30.25,30.71,27.411,40.422,72.646,27.353,52.084,22.379,0.179,
gold-3,9,5e6d720dfd010900,0.769,39.833,0.079,28.166,31.944,417.9,0.759,71.656,22.059,5.907,29.638,30.502,39.86,42.206,28.899,69.613,30.386,42.114,28.136,0.449,
gold-3,9,e6884ac4de8744acb982b85783be1f85,0.666,44.0,0.209,15.666,50.833,324.2,0.539,64.121,11.502,3.334,45.383,27.575,27.042,25.327,44.01,77.265,22.734,53.072,18.676,0.119,
gold-3,9,e8ca717532d74616bb2848b4a7fa7fe0,0.399,26.166,0.069,36.166,39.166,278.0,0.259,60.221,6.157,1.4,31.895,34.28,33.825,34.765,31.812,72.126,27.873,44.424,25.191,0.109,
