rank,rank-no,player_id,core_shots,core_goals,core_saves,core_assists,core_shooting_percentage,boost_bpm,boost_amount_used_while_supersonic,boost_count_collected_small,boost_count_collected_big,boost_percent_zero_boost,boost_percent_boost_0_25,boost_percent_full_boost,boost_count_stolen_big,movement_avg_speed_percentage,movement_percent_supersonic_speed,movement_percent_ground,movement_percent_low_air,movement_percent_high_air,positioning_percent_most_back,positioning_percent_most_forward,positioning_percent_closest_to_ball,positioning_percent_farthest_from_ball,positioning_percent_behind_ball,positioning_percent_infront_ball,positioning_percent_defensive_third,positioning_percent_neutral_third,positioning_percent_offensive_third,demo_inflicted,demo_taken
gold-3,9,KurtKnoedel,0.47,29.333,0.227,10.666,31.833,404.6,51.267,11.444,3.919,13.038,36.959,8.228,0.909,60.286,9.442,60.631,36.193,3.174,29.132,37.901,34.504,34.432,68.244,31.755,47.347,28.39,24.262,0.286,0.02
gold-3,9,76ef27edf14c4e5085272abd8c8a6b26,0.151,6.666,0.146,13.666,20.0,314.3,79.209,12.561,1.958,36.597,69.968,4.374,0.079,59.121,6.133,73.166,25.852,0.981,36.675,28.756,33.479,31.458,75.016,24.983,52.072,28.466,19.461,0.111,0.154
gold-3,9,BadPapa22,0.203,6.666,0.17,11.666,12.5,212.8,36.588,7.632,2.114,16.042,38.021,12.818,0.174,51.93,3.773,71.49,27.16,1.349,46.129,27.723,28.995,42.38,75.288,24.711,62.732,23.946,13.321,0.083,0.063
gold-3,9,ca37657503b046ddb45abfb11c5d647c,0.28,53.333,0.13,0.0,44.166,224.5,24.581,10.747,1.84,9.55,27.527,9.77,0.422,59.695,6.661,60.145,37.919,1.934,35.416,32.882,30.432,37.694,72.096,27.903,48.034,30.637,21.328,0.115,0.055
gold-3,9,643b96e8fc010900,0.368,34.166,0.079,5.0,48.333,380.2,65.422,8.411,3.756,18.687,31.368,11.155,0.704,63.056,11.857,59.681,37.762,2.556,37.889,31.505,32.537,36.381,68.985,31.014,48.966,29.001,22.032,0.133,0.069
gold-3,9,Briansitoo707,0.177,24.074,0.097,37.037,35.0,187.2,38.614,7.608,1.497,16.832,39.505,10.55,0.307,59.378,5.995,69.879,28.701,1.418,22.626,42.607,31.438,34.107,61.978,38.021,46.093,30.774,23.131,0.076,0.02
gold-3,9,76561198013656250,0.367,37.333,0.149,2.0,41.666,369.8,154.813,10.181,4.026,10.359,30.644,13.952,0.862,67.917,16.449,64.07,32.944,2.984,38.115,36.87,27.506,46.046,68.526,31.473,56.972,24.86,18.166,0.367,0.098
gold-3,9,76561198072564300,0.445,20.333,0.176,13.666,30.0,374.0,128.006,8.79,6.01,7.346,20.266,26.02,1.582,66.413,19.977,71.882,26.53,1.586,41.46,35.044,22.102,53.223,70.66,29.339,54.488,23.731,21.779,0.378,0.072
gold-3,9,415a0b3de6074b8889583d601767610c,0.59,67.083,0.092,8.333,42.261,374.4,87.041,10.645,3.262,26.193,52.636,7.849,0.661,60.073,7.746,61.302,37.075,1.622,33.714,37.053,34.046,35.064,67.97,32.029,43.602,29.516,26.88,0.328,0.02
gold-3,9,9bb92a3de21396df,0.391,38.888,0.115,19.444,41.666,392.8,77.567,8.707,4.095,21.843,36.603,9.37,0.416,66.06,13.864,62.722,36.026,1.25,34.75,35.37,30.333,39.729,69.178,30.821,49.127,30.203,20.668,0.188,0.166
gold-3,9,31566c9732d64e818b91a2e86a2ca171,0.492,41.666,0.198,11.666,34.5,402.7,87.306,10.451,4.673,10.916,30.869,16.501,0.977,61.873,10.536,70.131,28.735,1.132,37.753,34.067,32.01,39.116,73.049,26.95,52.436,27.799,19.764,0.237,0.138
gold-3,9,8007f138d38fea09,0.298,39.259,0.128,17.037,40.0,331.1,49.946,11.703,3.384,8.659,21.416,9.949,0.461,58.13,9.537,68.123,29.764,2.111,41.742,32.007,35.585,38.061,73.379,26.62,57.806,23.535,18.657,0.273,0.08
gold-3,9,********,0.324,11.904,0.177,19.047,13.333,322.2,64.551,8.687,3.341,11.197,29.358,13.877,0.445,61.521,10.195,62.796,35.345,1.858,38.25,31.231,32.99,35.647,72.265,27.734,51.772,29.235,18.991,0.126,0.179
gold-3,9,329f210b00000900,0.332,20.833,0.198,16.666,19.166,214.9,48.102,8.68,2.5,6.502,20.613,16.896,0.486,59.034,5.691,62.008,36.597,1.394,28.475,39.242,34.258,33.481,65.742,34.257,46.941,30.014,23.044,0.174,0.097
gold-3,9,76561198106916176,0.263,25.308,0.299,9.259,35.0,343.9,61.714,8.052,3.495,26.194,43.313,10.161,0.386,58.791,6.519,67.689,30.162,2.148,47.784,32.296,37.444,43.422,75.083,24.916,58.089,27.133,14.777,0.067,0.115
gold-3,9,Talk_WALKINGDEAD,0.146,15.625,0.101,9.375,35.0,288.7,49.488,6.024,3.389,10.96,27.739,20.195,0.498,58.882,5.508,68.817,28.798,2.383,36.129,33.959,27.469,41.643,67.789,32.21,51.759,26.622,21.617,0.075,0.166
gold-3,9,************,0.349,22.5,0.1,42.5,14.999,328.1,31.478,9.163,3.212,10.967,29.707,11.582,0.432,61.447,8.268,61.594,35.25,3.154,31.323,34.38,34.127,31.451,71.84,28.159,50.27,30.736,18.992,0.06,0.04
gold-3,9,197795ebfc66444ab84439a94f5c3a1d,0.256,25.833,0.098,12.5,33.333,370.2,120.431,9.397,4.01,13.679,28.247,14.057,1.081,67.452,16.007,64.859,32.559,2.581,28.978,39.429,29.305,39.722,66.645,33.354,40.465,31.543,27.99,0.351,0.117
gold-3,9,76561197982531009,0.286,23.333,0.094,5.833,30.0,323.9,85.827,10.457,3.12,9.623,28.726,12.783,1.009,58.965,7.179,70.141,28.294,1.563,33.245,37.239,30.685,38.238,66.839,33.16,46.577,27.597,25.825,0.546,0.08
gold-3,9,4242fe0000000900,0.475,48.333,0.095,11.666,42.333,218.7,43.035,7.008,2.503,5.39,18.47,18.369,0.339,56.873,4.493,67.961,30.244,1.793,29.26,37.354,30.825,37.521,70.315,29.684,45.153,32.282,22.563,0.159,0.099
gold-3,9,df6ef18bbc3a4f5996f9e6a8ac7f6930,0.321,38.333,0.106,5.833,61.666,324.3,51.788,8.464,3.382,12.561,28.213,13.235,0.263,59.773,7.718,68.878,28.918,2.202,36.61,29.138,31.327,32.722,74.084,25.915,54.186,28.736,17.077,0.131,0.079
gold-3,9,f49269c6398b4179955b2b31ce0faeb1,0.2,15.185,0.178,19.814,26.666,269.2,62.281,10.787,2.126,15.265,39.608,7.012,0.297,54.499,5.435,71.721,26.919,1.358,38.856,32.183,27.867,41.039,72.388,27.611,52.866,28.911,18.222,0.06,0.178
gold-3,9,267b7bcd603244af929b0cfdca948e7b,0.808,64.111,0.27,14.777,50.142,349.3,36.135,9.609,3.786,7.472,23.359,20.821,0.804,63.96,9.591,57.385,36.215,6.398,37.841,36.348,36.79,38.595,70.346,29.653,48.737,28.061,23.2,0.26,0.04
gold-3,9,590659dbf7010900,0.232,37.5,0.056,19.166,58.333,242.5,40.15,8.828,2.986,12.476,28.811,11.644,0.741,56.886,5.732,62.326,36.107,1.566,33.87,37.851,32.736,37.98,68.41,31.589,49.213,27.586,23.199,0.15,0.0
gold-2,8,8d973b628a5f4cf2a94b8e2325606656,0.376,53.518,0.2,13.888,58.999,359.4,48.196,9.736,4.038,10.019,26.678,11.989,0.4,65.352,11.615,66.149,31.854,1.995,41.077,31.684,30.267,41.63,75.209,24.79,53.055,30.484,16.459,0.04,0.12
gold-2,8,b5f6e41e56744f31bf00de345acc655b,0.24,27.777,0.046,11.111,43.333,167.0,10.314,6.768,2.123,2.678,14.962,19.78,0.26,53.082,2.704,72.009,27.023,0.966,41.619,29.565,28.679,40.466,74.167,25.832,51.621,31.035,17.343,0.268,0.109
gold-2,8,mikestat23,0.278,25.833,0.164,25.833,23.333,159.1,21.178,7.671,1.811,5.234,15.47,19.037,0.412,52.321,3.152,73.597,25.061,1.341,39.99,28.997,30.061,37.834,77.541,22.458,57.333,28.28,14.385,0.039,0.219
gold-2,8,46081687c51e444ea2fcdd22566da78e,0.638,49.285,0.191,18.333,51.249,275.5,46.997,10.363,3.017,7.051,22.266,20.924,0.913,60.943,8.381,69.415,29.38,1.203,40.726,35.063,34.067,41.684,69.537,30.462,49.837,28.445,21.717,0.503,0.156
gold-2,8,b96de12aa76e4b44a8989d8c9699a10c,0.388,27.833,0.139,18.166,44.833,280.9,88.015,7.169,3.575,7.914,19.604,24.043,0.721,63.599,9.685,68.392,29.206,2.401,38.495,30.9,32.656,37.395,73.348,26.651,49.257,28.098,22.644,0.291,0.1
gold-2,8,17adc134ec4147e3bf5ca6a068a709f6,0.291,14.5,0.1,12.333,23.333,214.6,71.541,8.14,2.409,7.307,18.582,10.578,0.612,58.052,6.426,70.188,23.107,6.704,33.379,38.235,30.318,43.437,65.404,34.595,49.707,25.846,24.446,0.338,0.122
gold-2,8,76561198034823538,0.294,12.333,0.055,11.166,26.666,238.9,34.976,11.222,1.804,11.408,38.993,7.066,0.354,58.3,4.477,58.564,39.83,1.604,39.04,30.71,27.411,40.422,72.646,27.353,52.084,25.535,22.379,0.179,0.055
gold-2,8,f2f52fe28a2c49e18dbfaf7d7bb428d0,0.417,30.333,0.134,34.0,53.0,320.6,19.211,10.16,3.296,12.223,23.847,7.56,0.813,59.817,4.432,69.346,29.065,1.588,28.113,40.747,43.699,27.13,68.025,31.974,43.389,32.893,23.716,0.294,0.06
gold-2,8,3fbf67fec959491195acb9a5263c80b5,0.254,28.0,0.077,13.0,28.333,320.6,37.484,7.405,3.16,15.8,28.138,15.092,0.466,58.182,7.098,61.705,36.38,1.913,43.044,32.019,30.653,44.141,75.015,24.984,53.154,30.158,16.687,0.06,0.242
gold-2,8,97dc5f8324ab4c15911ae8d31234c19a,0.639,38.015,0.054,19.285,38.111,406.8,112.954,10.156,4.153,19.28,43.529,13.136,0.745,62.334,11.705,67.545,31.275,1.179,35.848,37.174,37.658,32.762,74.163,25.836,43.67,29.426,26.903,0.224,0.111
gold-2,8,c1d724c130d64daa86311e6debef33e3,0.12,15.833,0.08,21.5,15.0,198.2,28.081,7.374,2.08,7.653,22.427,13.668,0.227,56.847,4.688,69.554,28.74,1.705,32.23,28.59,27.636,32.636,69.666,30.333,51.88,30.849,17.269,0.073,0.107
gold-2,8,aa9a804052b348968b8dee0e952b8fcd,0.615,59.333,0.141,15.333,44.833,371.5,28.669,8.688,4.143,12.497,28.374,15.673,0.956,62.552,10.449,50.414,44.018,5.567,27.704,42.878,50.537,22.465,67.815,32.184,49.737,27.354,22.907,0.113,0.159
gold-2,8,hovergrave412,0.227,24.833,0.04,12.5,41.666,306.0,75.939,5.66,3.891,11.251,29.647,21.015,0.452,58.108,8.118,67.708,30.544,1.746,44.002,28.616,22.63,47.565,71.408,28.591,58.918,23.934,17.146,0.215,0.04
gold-2,8,4e80e896f6010900,0.383,42.333,0.177,15.333,54.999,247.8,61.573,6.762,3.864,7.095,20.581,20.955,0.354,59.078,7.626,66.88,31.471,1.647,37.938,32.741,31.934,38.121,71.585,28.414,55.86,28.948,15.191,0.057,0.096
gold-2,8,Hoppy__Camper,0.388,24.166,0.12,10.0,25.0,247.0,7.155,7.466,2.561,6.231,20.548,14.307,0.314,58.139,4.161,61.067,36.352,2.58,29.202,39.302,35.838,33.034,66.587,33.412,49.954,27.432,22.612,0.019,0.0
gold-2,8,ca37657503b046ddb45abfb11c5d647c,0.28,53.333,0.13,0.0,44.166,224.5,24.581,10.747,1.84,9.55,27.527,9.77,0.422,59.695,6.661,60.145,37.919,1.934,35.416,32.882,30.432,37.694,72.096,27.903,48.034,30.637,21.328,0.115,0.055
gold-2,8,415a0b3de6074b8889583d601767610c,0.59,67.083,0.092,8.333,42.261,374.4,87.041,10.645,3.262,26.193,52.636,7.849,0.661,60.073,7.746,61.302,37.075,1.622,33.714,37.053,34.046,35.064,67.97,32.029,43.602,29.516,26.88,0.328,0.02
gold-2,8,0dbbb5999bbd4059b65e0cdd56832c59,0.291,40.833,0.262,17.5,44.999,216.2,28.501,11.749,1.884,9.151,28.585,14.572,0.3,56.595,6.1,66.724,31.974,1.301,41.755,29.013,26.519,43.701,74.166,25.833,59.424,25.087,15.487,0.045,0.112
gold-2,8,76561198098109332,0.211,50.0,0.148,19.791,25.333,228.5,29.171,8.286,1.853,6.847,22.404,8.381,0.429,56.465,4.26,71.371,27.305,1.323,31.029,37.471,31.783,34.072,67.634,32.365,49.563,29.774,20.661,0.079,0.038
gold-2,8,df6ef18bbc3a4f5996f9e6a8ac7f6930,0.321,38.333,0.106,5.833,61.666,324.3,51.788,8.464,3.382,12.561,28.213,13.235,0.263,59.773,7.718,68.878,28.918,2.202,36.61,29.138,31.327,32.722,74.084,25.915,54.186,28.736,17.077,0.131,0.079
gold-2,8,76561198007312348,0.26,13.888,0.04,25.925,20.0,274.3,59.24,7.44,2.88,12.453,28.928,16.555,0.46,61.16,8.293,64.005,33.863,2.131,39.836,32.587,29.862,40.484,72.692,27.307,54.446,27.923,17.63,0.22,0.04
gold-2,8,531e1a0800000900,0.279,29.375,0.16,16.041,45.0,241.1,32.372,8.716,2.848,7.917,23.487,14.59,0.459,57.104,5.028,69.528,29.035,1.435,35.855,36.692,30.517,41.569,69.505,30.494,49.244,27.73,23.024,0.02,0.158
gold-2,8,462f6d87467f4626b7ea2c8d6951a7fe,0.297,35.166,0.14,13.666,48.333,472.6,83.796,15.614,3.654,31.646,62.751,5.126,1.286,67.626,16.903,50.967,47.808,1.223,32.029,37.285,31.03,36.964,73.617,26.382,41.693,30.347,27.958,0.393,0.06
gold-2,8,3d1cef70f3010900,0.282,26.785,0.184,23.75,41.0,324.3,34.444,9.128,3.057,18.473,40.064,8.93,0.318,64.93,10.868,54.872,41.713,3.414,30.154,39.234,37.605,32.156,67.465,32.534,51.159,26.058,22.781,0.16,0.092
gold-2,8,154e3070251349d193ae6e5a8ff0f20f,0.256,12.833,0.04,13.5,24.999,195.1,40.288,7.202,1.733,14.691,41.233,12.01,0.28,58.565,3.919,68.57,30.036,1.392,25.211,37.06,35.907,26.346,68.751,31.248,40.498,32.426,27.075,0.04,0.1
gold-2,8,76561198050279846,0.992,51.738,0.198,29.761,37.999,372.5,34.742,7.896,3.993,9.275,27.241,16.068,0.678,62.278,8.383,62.087,35.567,2.344,37.918,34.552,38.989,33.353,76.821,23.178,47.126,28.689,24.183,0.158,0.12
gold-2,8,f54d5088a1e0482d9baa5b3b0e2ce846,0.478,32.928,0.06,9.5,37.499,304.7,53.361,9.223,3.351,12.045,29.18,14.33,0.751,59.095,5.261,75.219,23.076,1.704,37.913,28.949,26.643,40.517,74.21,25.789,44.979,34.661,20.358,0.158,0.14
gold-2,8,15a1bd239f9a40189cc48e52d6b5578e,0.492,39.38,0.275,27.0,33.333,260.1,25.139,10.976,1.988,10.374,34.24,9.064,0.317,56.96,4.884,65.956,31.964,2.078,39.728,34.76,32.526,40.219,74.799,25.2,49.485,27.564,22.949,0.155,0.138
gold-2,8,6b84af0abdb94f59b3f5e7585f455b2d,0.31,20.0,0.2,25.0,25.0,165.8,33.816,8.618,1.376,6.899,17.568,17.324,0.16,52.313,3.921,71.958,26.476,1.564,56.855,29.965,32.736,51.54,82.558,17.441,63.88,25.08,11.039,0.02,0.08
gold-2,8,ab0cddb9998c4b579b2c91d0510cbfb9,0.504,47.333,0.146,6.0,41.666,223.1,7.574,12.217,1.954,5.629,19.726,14.564,0.375,55.73,3.6,67.946,30.484,1.569,35.84,33.08,29.42,38.815,74.989,25.01,49.013,32.222,18.763,0.077,0.04
silver-3,6,76561198242213060,0.291,42.5,0.155,7.5,60.0,223.4,37.859,9.44,1.717,11.872,28.47,15.683,0.138,55.6,5.08,68.843,29.016,2.139,48.845,26.818,25.856,48.704,78.702,21.297,56.704,28.951,14.343,0.059,0.06
silver-3,6,76561197991244451,0.219,32.5,0.139,10.0,42.5,151.3,33.315,9.577,1.795,3.639,18.198,13.934,0.139,54.491,4.274,64.791,34.584,0.624,36.465,31.068,37.074,32.43,73.003,26.996,52.093,30.278,17.627,0.039,0.179
silver-3,6,*************,0.569,31.785,0.12,32.857,24.952,236.6,25.424,10.074,2.227,8.801,28.214,14.604,0.497,56.778,5.883,65.545,32.343,2.111,34.517,32.532,35.667,30.163,72.391,27.608,47.347,29.464,23.187,0.1,0.12
silver-3,6,b1efe5ec1dfb4188bee98ab9aafb16f8,0.335,27.916,0.159,18.75,33.333,340.1,87.31,8.334,3.324,14.632,31.264,16.086,0.568,62.252,10.194,67.808,28.447,3.744,34.151,32.179,33.018,33.369,70.946,29.053,49.274,30.236,20.488,0.257,0.075
silver-3,6,e6884ac4de8744acb982b85783be1f85,0.666,44.0,0.209,15.666,50.833,324.2,59.353,12.965,3.122,6.29,22.221,15.77,0.539,64.121,11.502,66.757,29.907,3.334,45.383,27.042,25.327,44.01,77.265,22.734,53.072,28.25,18.676,0.119,0.08
silver-3,6,f2b1df7b6f48430f9356caf1863bab0c,0.12,15.476,0.08,12.38,15.0,388.1,108.76,12.289,3.372,27.326,53.906,8.142,0.634,62.086,11.419,73.765,25.564,0.67,35.628,33.74,30.878,33.327,68.275,31.724,55.894,24.654,19.45,0.814,0.209
silver-3,6,bc23c7c719f74c1ca9b5f78a4cbc0de5,1.091,65.833,0.253,5.666,36.222,458.9,55.652,9.545,4.94,11.121,29.794,13.135,1.014,69.908,20.18,52.823,40.222,6.954,34.933,37.235,37.591,33.597,74.979,25.02,46.673,28.954,24.371,1.095,0.236
silver-3,6,07b4c1049df249899feb5386d68359be,0.137,8.75,0.037,0.0,15.0,236.4,26.638,8.279,1.911,14.676,43.747,8.362,0.254,60.108,5.401,61.308,36.648,2.042,34.037,37.848,34.213,34.821,66.663,33.336,45.464,32.427,22.108,0.037,0.154
silver-3,6,76561198034823538,0.294,12.333,0.055,11.166,26.666,238.9,34.976,11.222,1.804,11.408,38.993,7.066,0.354,58.3,4.477,58.564,39.83,1.604,39.04,30.71,27.411,40.422,72.646,27.353,52.084,25.535,22.379,0.179,0.055
silver-3,6,76561199073091117,0.939,59.261,0.14,16.023,66.214,320.4,17.98,9.479,3.54,6.533,25.842,9.679,0.64,60.747,8.813,59.291,35.734,4.974,31.914,35.972,38.284,32.356,77.564,22.435,43.197,31.785,25.016,0.08,0.16
silver-3,6,be692823918e4783a043ca4748ed0c22,0.32,9.166,0.219,28.833,15.0,382.4,26.903,9.182,3.855,14.498,32.176,10.615,0.519,68.156,17.377,50.522,42.527,6.949,28.683,34.692,36.77,27.993,73.931,26.068,50.161,30.114,19.724,0.12,0.06
silver-3,6,**************,0.491,38.148,0.316,5.0,35.833,341.8,38.023,10.372,3.534,9.506,24.603,15.99,0.603,64.2,12.867,58.788,37.218,3.992,36.171,32.652,31.562,35.379,73.129,26.87,47.477,31.456,21.066,0.078,0.178
silver-3,6,76561199070866081,0.4,33.333,0.3,30.416,27.5,385.5,11.739,13.5,3.48,9.023,32.566,7.606,0.78,65.647,10.818,55.901,39.992,4.106,36.933,30.39,31.397,35.644,73.449,26.55,50.768,32.082,17.148,0.179,0.06
silver-3,6,b5f6e41e56744f31bf00de345acc655b,0.24,27.777,0.046,11.111,43.333,167.0,10.314,6.768,2.123,2.678,14.962,19.78,0.26,53.082,2.704,72.009,27.023,0.966,41.619,29.565,28.679,40.466,74.167,25.832,51.621,31.035,17.343,0.268,0.109
silver-3,6,b721e2b614534eec991df5226b1d22bd,0.409,10.333,0.171,24.5,5.333,303.5,36.518,11.353,3.296,6.0,18.841,22.419,0.707,62.478,10.149,68.512,28.704,2.782,38.357,29.945,29.926,40.368,74.245,25.754,49.605,30.195,20.199,0.146,0.199
silver-3,6,3e802b3fe2fa47d8bbabec696c0940bd,0.78,69.333,0.262,3.666,43.785,371.6,56.877,10.51,4.151,9.537,24.941,15.285,0.891,67.352,13.542,59.125,36.307,4.567,28.391,39.564,40.166,28.327,72.055,27.944,43.658,31.551,24.789,0.227,0.215
silver-3,6,d69bcb0e66d34769bfc595db63d469d2,0.502,20.476,0.18,47.619,10.833,396.9,53.684,11.386,3.541,11.576,33.403,9.784,0.485,64.773,13.41,57.69,37.791,4.517,37.66,30.569,33.004,33.636,75.802,24.197,49.729,32.209,18.06,0.175,0.251
silver-3,6,9a76801022ed4614856822d02acc42ae,0.688,54.5,0.238,11.5,65.0,450.6,58.895,12.234,4.543,11.003,27.023,8.587,0.883,74.604,23.357,48.831,44.73,6.437,31.811,37.618,34.482,35.058,71.466,28.533,43.191,31.123,25.685,0.099,0.094
silver-3,6,a2833c8aad0446b595735b40e1cd0b53,0.355,19.166,0.19,20.0,23.333,342.4,17.179,8.358,3.815,10.991,29.83,15.01,0.555,61.134,7.062,65.127,33.057,1.814,43.007,28.048,28.158,40.814,78.717,21.282,54.329,30.963,14.707,0.06,0.105
silver-3,6,0c59170163594d9ebe560ac27ac81e07,1.261,70.595,0.22,13.69,53.047,494.3,36.333,9.835,5.498,11.976,31.317,14.777,1.296,71.582,22.993,56.581,36.2,7.217,32.868,38.642,42.866,30.163,76.164,23.835,40.645,29.542,29.811,1.901,0.214
silver-3,6,ac20c2e333884f8f8bed025142da3e0b,0.472,39.166,0.098,30.0,50.833,319.9,32.258,8.746,3.183,13.87,34.327,10.859,0.518,61.565,6.548,64.216,34.054,1.728,34.268,32.172,32.752,34.365,74.026,25.973,52.414,28.413,19.172,0.04,0.02
silver-3,6,4c2476aa32494a9aa3da88403dbe8638,0.316,35.0,0.04,28.333,46.666,265.8,21.474,8.84,2.544,16.141,36.848,11.32,0.449,55.343,3.228,68.522,28.552,2.924,35.692,36.285,33.778,36.46,70.77,29.229,44.772,29.338,25.889,0.06,0.137
silver-3,6,76561197992175257,0.397,29.629,0.158,17.592,34.999,160.6,15.054,7.449,1.612,5.442,20.126,10.344,0.337,49.252,2.501,75.929,22.539,1.531,34.591,35.671,32.373,38.375,69.374,30.625,51.186,26.76,22.052,0.0,0.02
silver-3,6,db4caeb98ada40519c0246f7135ba3c7,0.463,39.074,0.1,20.37,35.833,237.2,36.134,11.4,2.076,7.023,31.891,9.536,0.442,57.917,6.794,68.402,30.72,0.876,32.656,36.148,35.937,32.867,72.154,27.845,47.708,29.643,22.647,0.117,0.08
silver-3,6,286e7a2acb3e4c058b4f78235860e006,0.435,40.74,0.12,14.444,58.809,235.6,30.578,7.383,2.39,15.753,35.296,12.94,0.398,57.991,5.728,64.244,33.649,2.105,29.321,38.412,39.381,29.042,67.248,32.751,44.682,31.475,23.841,0.1,0.08
silver-3,6,756d145e35bf4aa9ba631a08f440d4ca,0.94,60.333,0.34,10.833,41.666,398.6,27.08,10.68,4.119,8.818,28.219,9.94,0.68,64.678,13.834,55.537,40.065,4.396,30.318,37.471,39.485,30.608,75.708,24.291,48.436,30.409,21.154,0.08,0.16
silver-3,6,1b13cf1c04cc474eba2d772ebd64cb18,0.118,3.333,0.1,19.833,10.0,172.0,36.561,7.545,1.729,6.743,19.485,16.964,0.178,51.447,3.219,75.806,22.885,1.308,35.718,32.783,24.982,40.03,73.249,26.75,51.32,30.935,17.744,0.06,0.12
silver-3,6,Thug_Of_901,0.253,15.0,0.113,29.166,25.0,282.7,64.209,10.485,3.06,9.819,26.846,11.274,0.496,63.913,8.866,68.37,29.783,1.846,37.752,34.748,32.692,37.659,68.876,31.123,53.901,27.445,18.653,0.12,0.095
silver-3,6,****************,0.734,40.0,0.272,20.0,31.214,329.9,38.598,10.127,3.115,9.273,24.839,15.382,0.499,64.504,12.175,57.47,37.959,4.57,31.425,34.598,36.223,31.487,73.906,26.093,50.052,30.983,18.964,0.1,0.289
silver-3,6,93b54c4f8e064db3bf7ab3fa6b5918d3,0.68,47.0,0.1,12.083,80.047,307.7,24.799,7.66,3.42,9.085,28.582,19.093,0.84,58.495,9.626,57.389,36.59,6.02,28.762,39.761,31.467,36.179,71.217,28.782,42.588,30.701,26.709,0.42,0.12
silver-2,5,75f3455f2cae4d6ba27e4b0bfe80e34f,0.452,37.666,0.04,42.0,47.166,356.1,66.841,6.303,4.082,15.682,37.552,12.916,0.767,60.782,9.81,55.948,41.791,2.26,25.645,42.019,45.865,25.487,66.001,33.998,45.669,27.07,27.26,0.36,0.137
silver-2,5,76561198242213060,0.311,44.0,0.155,7.0,60.0,224.3,37.579,9.7,1.677,12.764,29.372,14.166,0.158,55.417,4.942,68.974,28.853,2.171,49.011,26.138,25.595,48.023,79.187,20.812,57.497,28.632,13.87,0.059,0.06
silver-2,5,267b7bcd603244af929b0cfdca948e7b,0.808,64.111,0.27,14.777,50.142,349.3,36.135,9.609,3.786,7.472,23.359,20.821,0.804,63.96,9.591,57.385,36.215,6.398,37.841,36.348,36.79,38.595,70.346,29.653,48.737,28.061,23.2,0.26,0.04
silver-2,5,07b4c1049df249899feb5386d68359be,0.137,8.75,0.037,0.0,15.0,236.4,26.638,8.279,1.911,14.676,43.747,8.362,0.254,60.108,5.401,61.308,36.648,2.042,34.037,37.848,34.213,34.821,66.663,33.336,45.464,32.427,22.108,0.037,0.154
silver-2,5,76561199073091117,0.939,59.261,0.14,16.023,66.214,320.4,17.98,9.479,3.54,6.533,25.842,9.679,0.64,60.747,8.813,59.291,35.734,4.974,31.914,35.972,38.284,32.356,77.564,22.435,43.197,31.785,25.016,0.08,0.16
silver-2,5,b5f6e41e56744f31bf00de345acc655b,0.24,27.777,0.046,11.111,43.333,167.0,10.314,6.768,2.123,2.678,14.962,19.78,0.26,53.082,2.704,72.009,27.023,0.966,41.619,29.565,28.679,40.466,74.167,25.832,51.621,31.035,17.343,0.268,0.109
silver-2,5,3e802b3fe2fa47d8bbabec696c0940bd,0.78,69.333,0.262,3.666,43.785,371.6,56.877,10.51,4.151,9.537,24.941,15.285,0.891,67.352,13.542,59.125,36.307,4.567,28.391,39.564,40.166,28.327,72.055,27.944,43.658,31.551,24.789,0.227,0.215
silver-2,5,b721e2b614534eec991df5226b1d22bd,0.409,10.333,0.171,24.5,5.333,303.5,36.518,11.353,3.296,6.0,18.841,22.419,0.707,62.478,10.149,68.512,28.704,2.782,38.357,29.945,29.926,40.368,74.245,25.754,49.605,30.195,20.199,0.146,0.199
silver-2,5,a2833c8aad0446b595735b40e1cd0b53,0.355,19.166,0.19,20.0,23.333,342.4,17.179,8.358,3.815,10.991,29.83,15.01,0.555,61.134,7.062,65.127,33.057,1.814,43.007,28.048,28.158,40.814,78.717,21.282,54.329,30.963,14.707,0.06,0.105
silver-2,5,4c2476aa32494a9aa3da88403dbe8638,0.316,35.0,0.04,28.333,46.666,265.8,21.474,8.84,2.544,16.141,36.848,11.32,0.449,55.343,3.228,68.522,28.552,2.924,35.692,36.285,33.778,36.46,70.77,29.229,44.772,29.338,25.889,0.06,0.137
silver-2,5,ac20c2e333884f8f8bed025142da3e0b,0.472,39.166,0.098,30.0,50.833,319.9,32.258,8.746,3.183,13.87,34.327,10.859,0.518,61.565,6.548,64.216,34.054,1.728,34.268,32.172,32.752,34.365,74.026,25.973,52.414,28.413,19.172,0.04,0.02
silver-2,5,77001d1bfb010900,0.415,33.518,0.033,18.425,39.166,310.2,67.94,7.815,2.847,26.517,51.038,10.969,0.458,59.786,9.145,60.613,37.927,1.458,29.169,37.688,36.193,31.748,69.531,30.468,47.387,30.507,22.104,0.178,0.279
silver-2,5,*********,0.373,26.851,0.154,40.74,27.5,375.3,53.822,11.4,3.409,12.114,33.29,11.781,0.471,65.839,13.106,57.924,37.692,4.382,36.569,29.994,35.836,30.929,73.485,26.514,48.749,32.66,18.589,0.096,0.114
silver-2,5,76561198208316061,0.469,62.962,0.283,25.925,76.0,279.5,42.283,8.786,3.236,6.888,22.951,20.827,0.852,59.769,10.186,61.026,36.018,2.955,29.108,41.404,43.827,29.936,73.209,26.79,49.82,27.473,22.706,0.1,0.08
