index,rank,rank-no,player_id,core_shots,core_goals,core_saves,core_assists,core_shooting_percentage,boost_bpm,boost_amount_used_while_supersonic,boost_count_collected_small,boost_count_collected_big,boost_percent_zero_boost,boost_percent_boost_0_25,boost_percent_full_boost,boost_count_stolen_big,movement_avg_speed_percentage,movement_percent_supersonic_speed,movement_percent_ground,movement_percent_low_air,movement_percent_high_air,positioning_percent_most_back,positioning_percent_most_forward,positioning_percent_closest_to_ball,positioning_percent_farthest_from_ball,positioning_percent_behind_ball,positioning_percent_infront_ball,positioning_percent_defensive_third,positioning_percent_neutral_third,positioning_percent_offensive_third,demo_inflicted,demo_taken,playstyle
353,platinum-2,11,3d38245751f045659703a4417ebacdf6,0.33,30.0,0.13,15.0,26.666,344.0,96.5,10.548,3.738,10.677,27.304,19.039,0.606,63.43,10.665,67.344,31.288,1.367,32.048,35.13,31.624,35.285,69.17,30.829,49.673,28.259,22.066,0.471,0.118,enforcer
354,platinum-2,11,e09f790100000900,0.536,17.5,0.161,37.5,9.555,264.5,46.16,8.278,2.747,7.378,24.259,16.251,0.27,60.86,7.219,64.042,34.515,1.441,34.685,35.182,28.893,39.797,70.317,29.682,50.419,28.201,21.379,0.02,0.085,playmaker
355,platinum-2,11,51e00497f2010900,0.36,26.666,0.18,41.666,29.999,269.7,52.87,10.281,2.435,6.177,19.783,19.526,0.56,59.726,8.265,63.76,34.277,1.961,32.108,35.123,35.144,32.652,70.804,29.195,47.723,30.404,21.872,0.12,0.07,playmaker
356,platinum-2,11,HMK-1-,0.324,40.0,0.158,31.666,47.5,286.6,32.946,7.75,2.837,14.153,30.785,8.769,0.368,61.526,9.252,60.629,37.562,1.807,33.678,35.439,34.24,32.156,71.895,28.104,51.026,27.957,21.016,0.117,0.06,striker
358,platinum-2,11,e37170e9f9010900,0.104,10.0,0.197,19.166,10.0,196.1,25.297,8.047,2.184,4.143,16.084,16.199,0.27,48.56,2.721,80.081,18.686,1.232,42.977,29.831,26.509,44.66,74.604,25.395,58.007,27.918,14.074,0.035,0.214,defender
362,platinum-1,10,1379b86bd5a84b89aa6858e8928042b0,0.423,36.0,0.189,15.0,25.833,295.6,34.917,10.647,2.755,9.484,30.872,15.202,0.594,63.099,10.027,61.287,36.889,1.822,31.962,34.721,32.984,31.476,68.89,31.109,49.211,27.663,23.125,0.479,0.098,enforcer
366,platinum-1,10,7.66E+16,0.236,40.476,0.06,16.666,41.666,204.6,29.644,9.961,1.583,8.29,28.957,10.066,0.296,59.417,4.919,65.137,30.462,4.4,36.833,33.913,32.13,38.692,70.855,29.144,48.491,30.761,20.746,0.096,0.113,freestyler
367,platinum-1,10,6beb1aadd1da0900,0.344,25.37,0.118,27.222,38.333,224.5,40.972,7.463,2.401,6.123,16.7,16.397,0.187,58.478,5.655,68.424,30.192,1.383,35.809,30.759,31.462,34.383,74.431,25.568,54.165,29.316,16.518,0.131,0.165,playmaker
368,platinum-1,10,65ee7107ff7b4777b57ccdb01808ab4b,0.492,59.047,0.152,8.928,65.619,337.4,36.747,10.499,3.262,9.546,30.29,13.12,0.636,62.808,8.108,63.963,33.629,2.406,36.34,31.867,39.202,29.516,75.816,24.183,48.337,29.662,22.0,0.152,0.08,striker
369,platinum-1,10,7.66E+16,0.399,22.222,0.279,33.333,16.666,382.4,55.938,8.962,3.952,13.855,30.446,12.519,0.599,61.443,9.846,66.388,32.174,1.437,36.872,33.005,31.482,37.47,75.711,24.288,60.289,24.213,15.497,0.099,0.08,defender
370,platinum-1,10,7.66E+16,0.298,50.0,0.159,25.0,23.333,350.2,62.359,8.662,3.572,13.669,32.286,11.568,0.478,59.886,7.962,65.955,32.337,1.707,22.738,35.689,40.952,18.755,73.328,26.671,50.881,28.938,20.179,0.159,0.159,ball_chaser
371,platinum-1,10,8f6405fd66db4825b57e7c313302b722,0.179,27.777,0.02,11.111,10.0,184.4,34.588,9.622,1.736,5.553,16.883,17.466,0.279,55.039,5.2,71.351,27.524,1.123,41.311,30.56,26.679,44.892,74.985,25.014,63.553,22.887,13.559,0.04,0.099,defender
372,platinum-1,10,43854d4a2a35453ab1cb20dc71e114a4,0.28,43.75,0.323,10.416,37.5,227.7,26.599,8.973,1.663,16.892,35.321,11.016,0.323,54.256,3.512,69.75,28.489,1.759,34.145,33.162,35.609,30.616,70.652,29.347,50.17,27.285,22.544,0.169,0.272,ball_chaser
374,platinum-1,10,7.66E+16,0.51,37.291,0.04,19.791,28.666,321.0,24.302,10.01,3.187,11.882,30.582,12.589,0.512,64.373,8.969,58.646,38.053,3.3,35.697,32.567,31.88,36.581,73.448,26.551,46.124,32.595,21.279,0.257,0.06,freestyler
375,platinum-1,10,639dfa30f73f4ffd802504f271eb31d4,0.416,35.185,0.14,22.222,33.333,261.6,26.185,10.758,2.579,3.56,23.945,14.635,0.477,56.586,6.922,61.986,35.695,2.318,34.221,35.172,35.757,34.656,72.633,27.366,54.55,24.926,20.523,0.1,0.059,ball_chaser
376,platinum-1,10,TonyMontanaDL,0.197,13.888,0.04,8.333,20.0,229.7,16.228,6.931,2.86,7.917,21.87,20.597,0.216,62.282,8.157,61.753,37.29,0.956,26.847,37.657,37.063,28.898,70.159,29.84,50.681,30.831,18.487,0.076,0.177,ball_chaser
377,platinum-1,10,f01bdb64f0010900,0.52,27.142,0.216,28.333,22.142,261.2,54.674,9.87,2.703,6.448,20.853,18.909,0.776,59.682,7.787,65.335,32.135,2.528,37.824,32.84,28.223,40.352,70.212,29.787,49.649,28.847,21.503,0.569,0.153,enforcer
378,platinum-1,10,9fde564e0529484ea075505905b1cf89,0.553,35.925,0.26,39.629,39.999,366.0,27.479,7.608,3.921,10.182,28.546,13.367,0.633,61.291,8.829,60.035,37.113,2.85,30.744,37.797,39.101,32.033,68.444,31.555,47.987,28.779,23.232,0.12,0.18,ball_chaser
379,platinum-1,10,7.66E+16,0.237,26.851,0.157,13.888,49.166,284.1,87.064,9.614,2.931,6.413,24.577,17.055,0.64,57.643,9.88,73.705,25.473,0.821,43.176,33.238,25.096,49.068,71.741,28.258,53.203,23.786,23.01,0.502,0.02,defender
380,platinum-1,10,c1d724c130d64daa86311e6debef33e3,0.12,15.833,0.08,21.5,15.0,198.2,28.081,7.374,2.08,7.653,22.427,13.668,0.227,56.847,4.688,69.554,28.74,1.705,32.23,28.59,27.636,32.636,69.666,30.333,51.88,30.849,17.269,0.073,0.107,playmaker
382,platinum-1,10,hovergrave412,0.227,24.833,0.04,12.5,41.666,306.0,75.939,5.66,3.891,11.251,29.647,21.015,0.452,58.108,8.118,67.708,30.544,1.746,44.002,28.616,22.63,47.565,71.408,28.591,58.918,23.934,17.146,0.215,0.04,defender
383,platinum-1,10,3d38245751f045659703a4417ebacdf6,0.33,30.0,0.13,15.0,26.666,344.0,96.5,10.548,3.738,10.677,27.304,19.039,0.606,63.43,10.665,67.344,31.288,1.367,32.048,35.13,31.624,35.285,69.17,30.829,49.673,28.259,22.066,0.471,0.118,enforcer
385,platinum-1,10,ab0cddb9998c4b579b2c91d0510cbfb9,0.504,47.333,0.146,6.0,41.666,223.1,7.574,12.217,1.954,5.629,19.726,14.564,0.375,55.73,3.6,67.946,30.484,1.569,35.84,33.08,29.42,38.815,74.989,25.01,49.013,32.222,18.763,0.077,0.04,striker
387,platinum-1,10,31566c9732d64e818b91a2e86a2ca171,0.492,41.666,0.198,11.666,34.5,402.7,87.306,10.451,4.673,10.916,30.869,16.501,0.977,61.873,10.536,70.131,28.735,1.132,37.753,34.067,32.01,39.116,73.049,26.95,52.436,27.799,19.764,0.237,0.138,striker
391,gold-3,9,7.66E+16,0.294,12.333,0.055,11.166,26.666,238.9,34.976,11.222,1.804,11.408,38.993,7.066,0.354,58.3,4.477,58.564,39.83,1.604,39.04,30.71,27.411,40.422,72.646,27.353,52.084,25.535,22.379,0.179,0.055,defender
394,gold-3,9,e8ca717532d74616bb2848b4a7fa7fe0,0.399,26.166,0.069,36.166,39.166,278.0,21.266,11.528,2.319,11.215,34.823,5.106,0.259,60.221,6.157,59.134,39.464,1.4,31.895,33.825,34.765,31.812,72.126,27.873,44.424,30.384,25.191,0.109,0.129,playmaker
395,gold-3,9,c4fd2a3c50dc47168c93703fa2f188b0,0.62,55.666,0.246,24.0,54.523,317.5,26.359,10.689,3.278,9.886,27.251,12.235,0.58,59.721,6.784,65.743,31.436,2.819,36.153,32.996,32.81,34.316,73.133,26.866,49.319,30.765,19.915,0.188,0.039,freestyler
396,gold-3,9,KurtKnoedel,0.47,29.333,0.227,10.666,31.833,404.6,51.267,11.444,3.919,13.038,36.959,8.228,0.909,60.286,9.442,60.631,36.193,3.174,29.132,37.901,34.504,34.432,68.244,31.755,47.347,28.39,24.262,0.286,0.02,freestyler
398,gold-3,9,BadPapa22,0.203,6.666,0.17,11.666,12.5,212.8,36.588,7.632,2.114,16.042,38.021,12.818,0.174,51.93,3.773,71.49,27.16,1.349,46.129,27.723,28.995,42.38,75.288,24.711,62.732,23.946,13.321,0.083,0.063,defender
399,gold-3,9,ca37657503b046ddb45abfb11c5d647c,0.28,53.333,0.13,0.0,44.166,224.5,24.581,10.747,1.84,9.55,27.527,9.77,0.422,59.695,6.661,60.145,37.919,1.934,35.416,32.882,30.432,37.694,72.096,27.903,48.034,30.637,21.328,0.115,0.055,striker
400,gold-3,9,643b96e8fc010900,0.368,34.166,0.079,5.0,48.333,380.2,65.422,8.411,3.756,18.687,31.368,11.155,0.704,63.056,11.857,59.681,37.762,2.556,37.889,31.505,32.537,36.381,68.985,31.014,48.966,29.001,22.032,0.133,0.069,freestyler
401,gold-3,9,Briansitoo707,0.177,24.074,0.097,37.037,35.0,187.2,38.614,7.608,1.497,16.832,39.505,10.55,0.307,59.378,5.995,69.879,28.701,1.418,22.626,42.607,31.438,34.107,61.978,38.021,46.093,30.774,23.131,0.076,0.02,playmaker
403,gold-3,9,7.66E+16,0.445,20.333,0.176,13.666,30.0,374.0,128.006,8.79,6.01,7.346,20.266,26.02,1.582,66.413,19.977,71.882,26.53,1.586,41.46,35.044,22.102,53.223,70.66,29.339,54.488,23.731,21.779,0.378,0.072,defender
404,gold-3,9,415a0b3de6074b8889583d601767610c,0.59,67.083,0.092,8.333,42.261,374.4,87.041,10.645,3.262,26.193,52.636,7.849,0.661,60.073,7.746,61.302,37.075,1.622,33.714,37.053,34.046,35.064,67.97,32.029,43.602,29.516,26.88,0.328,0.02,striker
406,gold-3,9,31566c9732d64e818b91a2e86a2ca171,0.492,41.666,0.198,11.666,34.5,402.7,87.306,10.451,4.673,10.916,30.869,16.501,0.977,61.873,10.536,70.131,28.735,1.132,37.753,34.067,32.01,39.116,73.049,26.95,52.436,27.799,19.764,0.237,0.138,striker
407,gold-3,9,8007f138d38fea09,0.298,39.259,0.128,17.037,40.0,331.1,49.946,11.703,3.384,8.659,21.416,9.949,0.461,58.13,9.537,68.123,29.764,2.111,41.742,32.007,35.585,38.061,73.379,26.62,57.806,23.535,18.657,0.273,0.08,defender
409,gold-3,9,329f210b00000900,0.332,20.833,0.198,16.666,19.166,214.9,48.102,8.68,2.5,6.502,20.613,16.896,0.486,59.034,5.691,62.008,36.597,1.394,28.475,39.242,34.258,33.481,65.742,34.257,46.941,30.014,23.044,0.174,0.097,enforcer
410,gold-3,9,7.66E+16,0.263,25.308,0.299,9.259,35.0,343.9,61.714,8.052,3.495,26.194,43.313,10.161,0.386,58.791,6.519,67.689,30.162,2.148,47.784,32.296,37.444,43.422,75.083,24.916,58.089,27.133,14.777,0.067,0.115,defender
412,gold-3,9,************,0.349,22.5,0.1,42.5,14.999,328.1,31.478,9.163,3.212,10.967,29.707,11.582,0.432,61.447,8.268,61.594,35.25,3.154,31.323,34.38,34.127,31.451,71.84,28.159,50.27,30.736,18.992,0.06,0.04,playmaker
413,gold-3,9,197795ebfc66444ab84439a94f5c3a1d,0.256,25.833,0.098,12.5,33.333,370.2,120.431,9.397,4.01,13.679,28.247,14.057,1.081,67.452,16.007,64.859,32.559,2.581,28.978,39.429,29.305,39.722,66.645,33.354,40.465,31.543,27.99,0.351,0.117,enforcer
414,gold-3,9,7.66E+16,0.286,23.333,0.094,5.833,30.0,323.9,85.827,10.457,3.12,9.623,28.726,12.783,1.009,58.965,7.179,70.141,28.294,1.563,33.245,37.239,30.685,38.238,66.839,33.16,46.577,27.597,25.825,0.546,0.08,enforcer
415,gold-3,9,4242fe0000000900,0.475,48.333,0.095,11.666,42.333,218.7,43.035,7.008,2.503,5.39,18.47,18.369,0.339,56.873,4.493,67.961,30.244,1.793,29.26,37.354,30.825,37.521,70.315,29.684,45.153,32.282,22.563,0.159,0.099,striker
416,gold-3,9,df6ef18bbc3a4f5996f9e6a8ac7f6930,0.321,38.333,0.106,5.833,61.666,324.3,51.788,8.464,3.382,12.561,28.213,13.235,0.263,59.773,7.718,68.878,28.918,2.202,36.61,29.138,31.327,32.722,74.084,25.915,54.186,28.736,17.077,0.131,0.079,striker
417,gold-3,9,f49269c6398b4179955b2b31ce0faeb1,0.2,15.185,0.178,19.814,26.666,269.2,62.281,10.787,2.126,15.265,39.608,7.012,0.297,54.499,5.435,71.721,26.919,1.358,38.856,32.183,27.867,41.039,72.388,27.611,52.866,28.911,18.222,0.06,0.178,defender
419,gold-3,9,590659dbf7010900,0.232,37.5,0.056,19.166,58.333,242.5,40.15,8.828,2.986,12.476,28.811,11.644,0.741,56.886,5.732,62.326,36.107,1.566,33.87,37.851,32.736,37.98,68.41,31.589,49.213,27.586,23.199,0.15,0.0,playmaker
420,gold-2,8,8d973b628a5f4cf2a94b8e2325606656,0.376,53.518,0.2,13.888,58.999,359.4,48.196,9.736,4.038,10.019,26.678,11.989,0.4,65.352,11.615,66.149,31.854,1.995,41.077,31.684,30.267,41.63,75.209,24.79,53.055,30.484,16.459,0.04,0.12,striker
422,gold-2,8,mikestat23,0.278,25.833,0.164,25.833,23.333,159.1,21.178,7.671,1.811,5.234,15.47,19.037,0.412,52.321,3.152,73.597,25.061,1.341,39.99,28.997,30.061,37.834,77.541,22.458,57.333,28.28,14.385,0.039,0.219,playmaker
423,gold-2,8,46081687c51e444ea2fcdd22566da78e,0.638,49.285,0.191,18.333,51.249,275.5,46.997,10.363,3.017,7.051,22.266,20.924,0.913,60.943,8.381,69.415,29.38,1.203,40.726,35.063,34.067,41.684,69.537,30.462,49.837,28.445,21.717,0.503,0.156,enforcer
424,gold-2,8,b96de12aa76e4b44a8989d8c9699a10c,0.388,27.833,0.139,18.166,44.833,280.9,88.015,7.169,3.575,7.914,19.604,24.043,0.721,63.599,9.685,68.392,29.206,2.401,38.495,30.9,32.656,37.395,73.348,26.651,49.257,28.098,22.644,0.291,0.1,enforcer
425,gold-2,8,17adc134ec4147e3bf5ca6a068a709f6,0.291,14.5,0.1,12.333,23.333,214.6,71.541,8.14,2.409,7.307,18.582,10.578,0.612,58.052,6.426,70.188,23.107,6.704,33.379,38.235,30.318,43.437,65.404,34.595,49.707,25.846,24.446,0.338,0.122,enforcer
427,gold-2,8,f2f52fe28a2c49e18dbfaf7d7bb428d0,0.417,30.333,0.134,34.0,53.0,320.6,19.211,10.16,3.296,12.223,23.847,7.56,0.813,59.817,4.432,69.346,29.065,1.588,28.113,40.747,43.699,27.13,68.025,31.974,43.389,32.893,23.716,0.294,0.06,enforcer
429,gold-2,8,97dc5f8324ab4c15911ae8d31234c19a,0.639,38.015,0.054,19.285,38.111,406.8,112.954,10.156,4.153,19.28,43.529,13.136,0.745,62.334,11.705,67.545,31.275,1.179,35.848,37.174,37.658,32.762,74.163,25.836,43.67,29.426,26.903,0.224,0.111,striker
430,gold-2,8,c1d724c130d64daa86311e6debef33e3,0.12,15.833,0.08,21.5,15.0,198.2,28.081,7.374,2.08,7.653,22.427,13.668,0.227,56.847,4.688,69.554,28.74,1.705,32.23,28.59,27.636,32.636,69.666,30.333,51.88,30.849,17.269,0.073,0.107,playmaker
435,gold-2,8,ca37657503b046ddb45abfb11c5d647c,0.28,53.333,0.13,0.0,44.166,224.5,24.581,10.747,1.84,9.55,27.527,9.77,0.422,59.695,6.661,60.145,37.919,1.934,35.416,32.882,30.432,37.694,72.096,27.903,48.034,30.637,21.328,0.115,0.055,striker
436,gold-2,8,415a0b3de6074b8889583d601767610c,0.59,67.083,0.092,8.333,42.261,374.4,87.041,10.645,3.262,26.193,52.636,7.849,0.661,60.073,7.746,61.302,37.075,1.622,33.714,37.053,34.046,35.064,67.97,32.029,43.602,29.516,26.88,0.328,0.02,enforcer
437,gold-2,8,0dbbb5999bbd4059b65e0cdd56832c59,0.291,40.833,0.262,17.5,44.999,216.2,28.501,11.749,1.884,9.151,28.585,14.572,0.3,56.595,6.1,66.724,31.974,1.301,41.755,29.013,26.519,43.701,74.166,25.833,59.424,25.087,15.487,0.045,0.112,defender
440,gold-2,8,7.66E+16,0.26,13.888,0.04,25.925,20.0,274.3,59.24,7.44,2.88,12.453,28.928,16.555,0.46,61.16,8.293,64.005,33.863,2.131,39.836,32.587,29.862,40.484,72.692,27.307,54.446,27.923,17.63,0.22,0.04,playmaker
442,gold-2,8,462f6d87467f4626b7ea2c8d6951a7fe,0.297,35.166,0.14,13.666,48.333,472.6,83.796,15.614,3.654,31.646,62.751,5.126,1.286,67.626,16.903,50.967,47.808,1.223,32.029,37.285,31.03,36.964,73.617,26.382,41.693,30.347,27.958,0.393,0.06,enforcer
443,gold-2,8,3d1cef70f3010900,0.282,26.785,0.184,23.75,41.0,324.3,34.444,9.128,3.057,18.473,40.064,8.93,0.318,64.93,10.868,54.872,41.713,3.414,30.154,39.234,37.605,32.156,67.465,32.534,51.159,26.058,22.781,0.16,0.092,freestyler
445,gold-2,8,7.66E+16,0.992,51.738,0.198,29.761,37.999,372.5,34.742,7.896,3.993,9.275,27.241,16.068,0.678,62.278,8.383,62.087,35.567,2.344,37.918,34.552,38.989,33.353,76.821,23.178,47.126,28.689,24.183,0.158,0.12,striker
447,gold-2,8,15a1bd239f9a40189cc48e52d6b5578e,0.492,39.38,0.275,27.0,33.333,260.1,25.139,10.976,1.988,10.374,34.24,9.064,0.317,56.96,4.884,65.956,31.964,2.078,39.728,34.76,32.526,40.219,74.799,25.2,49.485,27.564,22.949,0.155,0.138,playmaker
448,gold-2,8,6b84af0abdb94f59b3f5e7585f455b2d,0.31,20.0,0.2,25.0,25.0,165.8,33.816,8.618,1.376,6.899,17.568,17.324,0.16,52.313,3.921,71.958,26.476,1.564,56.855,29.965,32.736,51.54,82.558,17.441,63.88,25.08,11.039,0.02,0.08,defender
450,gold-1,7,6991ed8cc0c94fd4b8db32530d6e5f7e,0.7,62.5,0.18,7.407,48.999,427.4,47.52,7.02,4.52,24.448,41.792,10.354,0.66,61.365,9.157,56.362,41.334,2.303,47.299,55.115,59.238,43.143,68.917,31.082,48.911,29.595,21.493,0.14,0.16,ball_chaser
451,gold-1,7,a1451ead38a1437d872360844dc7c148,0.833,48.437,0.073,20.386,58.124,374.062,62.097,8.373,3.685,20.098,39.225,10.183,0.735,59.067,9.3,61.219,36.672,2.107,49.975,53.973,52.969,50.953,69.736,30.263,45.24,28.558,26.201,0.136,0.149,ball_chaser
457,gold-1,7,7.66E+16,0.737,55.714,0.158,17.328,37.857,285.1,36.936,10.739,2.939,10.855,30.386,12.685,0.507,57.93,6.093,71.134,27.579,1.285,49.772,51.965,56.232,45.472,73.123,26.876,46.876,27.887,25.236,0.08,0.12,ball_chaser
458,gold-1,7,3b3085d10e504c3482af580b3c44e5da,0.66,61.666,0.14,10.833,48.19,248.6,45.74,8.7,3.18,6.164,18.499,20.954,0.54,58.469,5.911,68.25,30.376,1.373,52.273,52.979,49.656,55.56,71.732,28.267,46.538,29.99,23.47,0.08,0.06,striker
459,gold-1,7,ed8b5f8d233d4a18a98e21eae6582f74,0.755,50.0,0.178,22.5,53.023,227.2,19.286,8.709,2.754,3.167,17.807,16.374,0.552,56.069,3.883,72.885,26.09,1.024,53.575,49.739,46.202,56.861,73.276,26.723,48.287,30.111,21.6,0.04,0.1,striker
460,gold-1,7,*************,0.846,51.476,0.354,19.0,33.964,381.3,54.194,9.974,4.256,10.656,26.325,14.036,0.593,65.573,13.159,59.449,36.554,3.995,50.933,49.276,48.555,51.701,76.274,23.725,48.222,31.117,20.66,0.038,0.218,freestyler
461,gold-1,7,9e538764ddaf47179b97f29367301725,0.654,60.0,0.285,18.333,52.499,209.1,27.697,10.038,1.574,9.045,30.004,13.544,0.261,53.647,4.742,69.517,29.591,0.891,61.191,40.06,43.202,58.04,74.391,25.608,53.203,29.741,17.055,0.037,0.04,defender
462,gold-1,7,fc50289486214e909e6d46a55b657dbf,0.496,37.5,0.108,22.5,54.999,382.7,93.884,9.048,3.706,25.884,47.11,8.956,0.593,59.33,6.647,66.692,30.838,2.469,39.264,61.697,59.906,41.059,63.434,36.565,47.141,29.282,23.576,0.265,0.115,ball_chaser
469,gold-1,7,7.66E+16,0.539,38.333,0.128,25.833,40.714,339.4,98.091,8.384,4.952,7.125,20.019,27.871,0.678,60.6,9.754,73.763,24.561,1.674,53.118,46.99,43.357,56.745,77.048,22.951,53.001,30.899,16.098,0.135,0.175,defender
473,gold-1,7,35bf521a991d4725bde8930ce3e52b9e,0.496,29.833,0.231,12.833,29.523,291.7,28.453,6.83,3.262,9.5,26.816,18.168,0.608,57.526,5.369,63.622,34.358,2.018,47.505,52.758,55.729,44.555,74.153,25.846,51.68,28.483,19.836,0.181,0.214,ball_chaser
474,gold-1,7,799fafb72ed7487185537389a745d2f2,0.416,70.166,0.249,5.333,76.666,318.4,36.944,7.783,3.117,15.956,33.34,15.892,0.222,58.326,6.141,65.222,33.231,1.545,53.799,47.378,44.801,56.345,74.61,25.389,55.191,28.349,16.458,0.147,0.095,striker
